timestamp,id,name,x,y
2000-01-27 00:00:00,980,Norbert,0.453849617397015,0.6848923031584755
2000-01-27 00:00:01,968,Yvonne,0.9824024729314595,-0.34768074553086814
2000-01-27 00:00:02,1008,George,-0.513375305158714,-0.2194753180607476
2000-01-27 00:00:03,1002,Yvonne,-0.7214111326509303,0.31076036971673937
2000-01-27 00:00:04,960,Patricia,0.16807825929472653,0.25879713062108856
2000-01-27 00:00:05,1028,Yvonne,-0.5792158472087718,-0.08387797027264488
2000-01-27 00:00:06,1026,Zelda,0.8448213372982565,-0.0925833489381136
2000-01-27 00:00:07,970,Michael,0.10115713843195051,-0.398006131506101
2000-01-27 00:00:08,983,Wendy,0.8529659741574158,-0.7055185098770496
2000-01-27 00:00:09,955,Hannah,-0.6901034778123816,-0.375525257313031
2000-01-27 00:00:10,988,Quinn,0.14686751432372858,0.8493376450455192
2000-01-27 00:00:11,990,Hannah,0.6584630041098387,0.09702645704267354
2000-01-27 00:00:12,1015,Edith,0.718824867179872,-0.9220324298207416
2000-01-27 00:00:13,998,Sarah,0.41207339197069315,0.8103767190213653
2000-01-27 00:00:14,1064,Ray,-0.9476480237747933,0.2631931119797686
2000-01-27 00:00:15,1015,Oliver,0.8860139358951877,0.2492137893516091
2000-01-27 00:00:16,1050,Kevin,0.0219032482503303,-0.356424513853018
2000-01-27 00:00:17,1015,Ray,-0.5029662696831827,-0.8491965273861724
2000-01-27 00:00:18,1043,Ray,-0.6031730410294147,-0.874216304166876
2000-01-27 00:00:19,993,Frank,0.1668303353665579,0.9106162644095619
2000-01-27 00:00:20,1030,Charlie,0.7240983534829617,0.2160938474345251
2000-01-27 00:00:21,957,Frank,0.9966219154501563,-0.6940960985545861
2000-01-27 00:00:22,997,George,-0.8424263099322873,0.8420949178548787
2000-01-27 00:00:23,925,Kevin,-0.30611711490553195,0.7189192455043569
2000-01-27 00:00:24,956,Michael,0.06997561623366821,-0.3043928704575847
2000-01-27 00:00:25,986,Edith,-0.9581104340367346,0.4185891864944806
2000-01-27 00:00:26,968,Yvonne,-0.359651638814513,-0.37015325147842715
2000-01-27 00:00:27,936,Ursula,-0.668996610712969,-0.6669016083195514
2000-01-27 00:00:28,1017,Norbert,-0.1989648260039938,0.0909155653030318
2000-01-27 00:00:29,988,Bob,-0.5252703008053916,0.7198155645165529
2000-01-27 00:00:30,1032,Laura,-0.8747717815545142,-0.5331015147255744
2000-01-27 00:00:31,1021,Dan,-0.015068349439752993,-0.8708211836006627
2000-01-27 00:00:32,1024,Ingrid,-0.19890646380311772,0.6990317601439533
2000-01-27 00:00:33,978,Quinn,-0.7610678734373759,0.08559184132541708
2000-01-27 00:00:34,965,Alice,-0.503455102442181,0.07550030989983347
2000-01-27 00:00:35,1000,Ray,0.9446589623470378,0.6074370126817854
2000-01-27 00:00:36,1043,Oliver,0.7008660230109369,-0.40140852751472167
2000-01-27 00:00:37,1009,Jerry,0.9899520693196531,0.6122327780426229
2000-01-27 00:00:38,1012,Tim,0.7437948236977334,-0.8219490398997167
2000-01-27 00:00:39,1002,Sarah,-0.012300429937570634,-0.5740258755939815
2000-01-27 00:00:40,1011,Patricia,0.6554071734568339,-0.020044399577643812
2000-01-27 00:00:41,1043,Ingrid,0.7375382432348385,0.6417052409603174
2000-01-27 00:00:42,992,Kevin,-0.3165472527803035,-0.687117415249924
